"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","20","hidden","<AppModal />","Thu May 15 12:55:39 UTC 2025","passed","Thu May 15 12:55:39 UTC 2025","should adapt when virtual keyboard is","adapt modal's height","",""
"","9","should return selected macros correctly","useVenueMapFilters","Thu May 15 12:57:15 UTC 2025","passed","Thu May 15 12:57:15 UTC 2025","","","",""
"","1","should not log analytics when user is not on current page","useScreenshotListener()","Thu May 15 12:57:29 UTC 2025","passed","Thu May 15 12:57:29 UTC 2025","","onScreenshot()","",""
"","16","should call eventMonitoring.captureException() on new MonitoringError instance","MonitoringError","Thu May 15 12:56:59 UTC 2025","passed","Thu May 15 12:56:59 UTC 2025","","","",""
"","1228","should not have basic accessibility issues","DeleteProfileAccountNotDeletable","Thu May 15 12:57:40 UTC 2025","passed","Thu May 15 12:57:41 UTC 2025","","Accessibility","",""
"","7","should return timestamp corresponding to current time","currentTimestamp()","Thu May 15 12:57:49 UTC 2025","passed","Thu May 15 12:57:49 UTC 2025","","","",""
"","21","should return false when all cookies are refused","isAppsFlyerTrackingEnabled","Thu May 15 12:56:56 UTC 2025","passed","Thu May 15 12:56:56 UTC 2025","","","",""
"","5","should convert and round 1€ into 120F when to the nearest multiple of 5 unit","convertEuroToPacificFranc","Thu May 15 12:57:39 UTC 2025","passed","Thu May 15 12:57:39 UTC 2025","","when rounding is UNITS","",""
"","110","should call onSubmit() and onAcceptance() when requestGeolocPermission() returns GRANTED","useLocation()","Thu May 15 12:55:57 UTC 2025","passed","Thu May 15 12:55:57 UTC 2025","","requestGeolocPermission()","",""
"","2","should return a formatted string date including 5 dates within a period range","getFormattedDates","Thu May 15 12:55:35 UTC 2025","passed","Thu May 15 12:55:35 UTC 2025","","","",""
"","98","should render correctly for SSO subscription","<AcceptCgu/>","Thu May 15 12:56:05 UTC 2025","passed","Thu May 15 12:56:05 UTC 2025","","","",""
"","5","close modal on share","useShareAppModalViewmodel","Thu May 15 12:56:38 UTC 2025","passed","Thu May 15 12:56:38 UTC 2025","","share","",""
"","58","should display venue type filter title","VenueMapTypeFilter","Thu May 15 12:55:59 UTC 2025","passed","Thu May 15 12:56:00 UTC 2025","","","",""
"","12","should not display cancel button when current price and price at booking time is 0","<BookingDetailsCancelButton />","Thu May 15 12:55:47 UTC 2025","passed","Thu May 15 12:55:47 UTC 2025","","When it's a free offer category to archieve","",""
"","2753","should not have basic accessibility issues","<ReinitializePassword/>","Thu May 15 12:56:59 UTC 2025","passed","Thu May 15 12:57:01 UTC 2025","","Accessibility","",""
"","8","<StyledTitle4>toto</StyledTitle4>","no-raw-text","Thu May 15 12:57:01 UTC 2025","passed","Thu May 15 12:57:01 UTC 2025","","valid","",""
"","346","should match snapshot","<ForgottenPassword />","Thu May 15 12:55:57 UTC 2025","passed","Thu May 15 12:55:58 UTC 2025","","","",""
"","2","With user not geolocated :showBusinessModule(undefined, false, $geoLocation) 	= false","showBusinessModule()","Thu May 15 12:56:53 UTC 2025","passed","Thu May 15 12:56:53 UTC 2025","","","",""
"","101","should display proposed section","<OfferBody />","Thu May 15 12:55:54 UTC 2025","passed","Thu May 15 12:55:54 UTC 2025","","ProposedBy section","",""
"","63","should not display credit info and ceilings for expired credit","CreditHeader","Thu May 15 12:56:10 UTC 2025","passed","Thu May 15 12:56:10 UTC 2025","","Beneficiary is not underage","",""
"","1788","should not have basic accessibility issues","SuspendAccountConfirmationWithoutAuthentication","Thu May 15 12:57:36 UTC 2025","passed","Thu May 15 12:57:38 UTC 2025","","Accessibility","",""
"","2725","Ce week-end radio button when desactivating date toggle","<DatesHoursModal/>","Thu May 15 12:55:56 UTC 2025","passed","Thu May 15 12:55:59 UTC 2025","","should reset","",""
"","11","should validate the following valid passwords","<PasswordSecurityRules />","Thu May 15 12:56:47 UTC 2025","passed","Thu May 15 12:56:47 UTC 2025","","","",""
"","3","should return undefined when an invalid countryId is provided","findCountry","Thu May 15 12:58:05 UTC 2025","passed","Thu May 15 12:58:05 UTC 2025","","","",""
"","270","should match snapshot","DeleteProfileConfirmation","Thu May 15 12:56:34 UTC 2025","passed","Thu May 15 12:56:34 UTC 2025","","","",""
"","5","should sort by ASCENDING_PRICE","Favorites sorts","Thu May 15 12:56:37 UTC 2025","passed","Thu May 15 12:56:37 UTC 2025","","","",""
"","9","should return correct text for coming credit","CreditBlockTitle","Thu May 15 12:57:39 UTC 2025","passed","Thu May 15 12:57:39 UTC 2025","","","",""
"","21","should return refetchUser","AuthContext","Thu May 15 12:56:40 UTC 2025","passed","Thu May 15 12:56:40 UTC 2025","","useAuthContext","",""
"","319","should show email error message WHEN invalid e-mail format","<Login/>","Thu May 15 12:55:53 UTC 2025","passed","Thu May 15 12:55:53 UTC 2025","","","",""
"","16","useSubcategory(ABO_BIBLIOTHEQUE) = { isEvent: false, categoryId: LIVRE, searchGroupName: LIVRES }","useSubcategory","Thu May 15 12:55:49 UTC 2025","passed","Thu May 15 12:55:49 UTC 2025","","","",""
"","192","should render eighteen birthday","<EighteenBirthday />","Thu May 15 12:57:30 UTC 2025","passed","Thu May 15 12:57:30 UTC 2025","","","",""
"","1","should have ""open until"" text","OpeningHoursStatusViewModel","Thu May 15 12:55:40 UTC 2025","passed","Thu May 15 12:55:40 UTC 2025","","Venue closes soon, but actually stays open (overnight event)","",""
"","50","should display time left when credit expires soon","CreditHeader","Thu May 15 12:56:11 UTC 2025","passed","Thu May 15 12:56:11 UTC 2025","","Beneficiary is underage","",""
"","21","should redirect to DisableActivation when disableActivation is true","useLoginAndRedirect","Thu May 15 12:56:50 UTC 2025","passed","Thu May 15 12:56:50 UTC 2025","","","",""
"","97","should open french dms link when pressing ""Aller sur demarches-simplifiees.fr"" button","DMSIntroduction","Thu May 15 12:56:57 UTC 2025","passed","Thu May 15 12:56:57 UTC 2025","","french version","",""
"","17","when error is ScreenError and log type is info","AsyncErrorBoundary component","Thu May 15 12:56:03 UTC 2025","passed","Thu May 15 12:56:03 UTC 2025","","should capture message","",""
"","373","should be sitcky to the bottom","<StickyBottomWrapper />","Thu May 15 12:57:27 UTC 2025","passed","Thu May 15 12:57:27 UTC 2025","","","",""
"","122","should redirect to deleteprofileaccountnotdeletable page when clicking on Je n’utilise plus l’application","<DeleteProfileReason />","Thu May 15 12:56:40 UTC 2025","passed","Thu May 15 12:56:41 UTC 2025","","User is beneficiary","",""
"","21","it('should do something', () => {
 myFunction.mockImplementationOnce(() => {})
 // my test
 })","independent-mocks","Thu May 15 12:56:58 UTC 2025","passed","Thu May 15 12:56:58 UTC 2025","","valid","",""
"","167","should remove offerNativeCategories filter when none is set","<CategoriesModal/>","Thu May 15 12:55:51 UTC 2025","passed","Thu May 15 12:55:51 UTC 2025","","With native categories view","",""
"","5","should execute multi query with venues playlist search index when location type is EVERYWHERE and user shares his position","fetchSearchResults","Thu May 15 12:55:40 UTC 2025","passed","Thu May 15 12:55:40 UTC 2025","","","",""
"","7","should fetch with date filter when date and currentWeekEnd option are provided","fetchOffer","Thu May 15 12:55:40 UTC 2025","passed","Thu May 15 12:55:40 UTC 2025","by date only","date","",""
"","47","should display venue tag distance when user share his position","<OfferPlace />","Thu May 15 12:55:54 UTC 2025","passed","Thu May 15 12:55:54 UTC 2025","","","",""
"","150","should not display subtitle with passForAll enabled","ProfileHeader","Thu May 15 12:56:21 UTC 2025","passed","Thu May 15 12:56:21 UTC 2025","","","",""
"","24","should render second and third steps properly","<StepDots />","Thu May 15 12:56:36 UTC 2025","passed","Thu May 15 12:56:36 UTC 2025","","three steps with first as current step","",""
"","257","is null","<SearchFilter/>","Thu May 15 12:56:12 UTC 2025","passed","Thu May 15 12:56:12 UTC 2025","","should update the SearchState, but keep the query, when pressing the reset button, and position","",""
"","731","should display success snackbar and navigate to Profile when the password is updated","ChangePassword","Thu May 15 12:56:17 UTC 2025","passed","Thu May 15 12:56:18 UTC 2025","","","",""
"","459","should generate link when a category is selected in ThematicSearch","<DeeplinksGeneratorForm />","Thu May 15 12:56:09 UTC 2025","passed","Thu May 15 12:56:09 UTC 2025","","","",""
"","397","should display label tag","<Tag />","Thu May 15 12:58:04 UTC 2025","passed","Thu May 15 12:58:04 UTC 2025","","","",""
"","33","should render anchor tag without type if component is an anchor","AppButton Component","Thu May 15 12:57:11 UTC 2025","passed","Thu May 15 12:57:11 UTC 2025","","* html tag and type attribute","",""
"","2","should return 3 steps if there is no phone validation step","useStepperInfo","Thu May 15 12:56:03 UTC 2025","passed","Thu May 15 12:56:03 UTC 2025","","","",""
"","230","should not redirect to the Offer and showSnackBarError when not connected","BookingDetails","Thu May 15 12:55:48 UTC 2025","passed","Thu May 15 12:55:48 UTC 2025","","OldBookingDetails : when FF WIP_NEW_BOOKING_PAGE is off","",""
"","285","should display rules for a digital offer","BookingDetails","Thu May 15 12:55:45 UTC 2025","passed","Thu May 15 12:55:46 UTC 2025","Offer rules","OldBookingDetails : when FF WIP_NEW_BOOKING_PAGE is off","",""
"","171","should display user firstname and lastname","<BookingPropertiesSection />","Thu May 15 12:56:52 UTC 2025","passed","Thu May 15 12:56:52 UTC 2025","","","",""
"","12","should revert the cache if mutation fails","useDeleteReminderMutation","Thu May 15 12:56:43 UTC 2025","passed","Thu May 15 12:56:43 UTC 2025","","","",""
"","37","should get venuesFilters","venuesFilterStore","Thu May 15 12:57:28 UTC 2025","passed","Thu May 15 12:57:28 UTC 2025","","","",""
"","59","should display the access button offer when offer is digital and booking has no activation code","BookingDetailsTicketContent","Thu May 15 12:56:20 UTC 2025","passed","Thu May 15 12:56:20 UTC 2025","","","",""
"","33","should return true if canGoBack = true","useGoBack()","Thu May 15 12:57:29 UTC 2025","passed","Thu May 15 12:57:29 UTC 2025","","customCanGoBack()","",""
"","93","should open settings to deactivate geoloc when press on ""Désactiver la géolocalisation""","GeolocationActivationModal","Thu May 15 12:57:09 UTC 2025","passed","Thu May 15 12:57:09 UTC 2025","","","",""
"","21","should display on site withdrawal delay when delay is specified","TicketBody","Thu May 15 12:56:25 UTC 2025","passed","Thu May 15 12:56:25 UTC 2025","<TicketWithdrawal/> display","Withdrawal","",""
"","21","should pass when selectedStartDate is today and selectedEndDate is after start","calendarSchema","Thu May 15 12:57:48 UTC 2025","passed","Thu May 15 12:57:48 UTC 2025","","","",""
"","28","should NOT render dynamics opening hours when venue doesn t have openingHours","<VenueTopComponent />","Thu May 15 12:56:33 UTC 2025","passed","Thu May 15 12:56:33 UTC 2025","","","",""
"","2","should not update information if the review doesnt end successfully","useShowReview","Thu May 15 12:57:09 UTC 2025","passed","Thu May 15 12:57:09 UTC 2025","","","",""
"","92","<Spacer.TopScreen />","no-spacer","Thu May 15 12:58:07 UTC 2025","passed","Thu May 15 12:58:07 UTC 2025","","valid","",""
"","6","should execute multi query with venues playlist search index when location type is PLACE and user shares his position","fetchSearchResults","Thu May 15 12:55:40 UTC 2025","passed","Thu May 15 12:55:40 UTC 2025","","","",""
"","3","With user geolocated : showBusinessModule(undefined, true, $geoLocation) 	= true","showBusinessModule()","Thu May 15 12:56:53 UTC 2025","passed","Thu May 15 12:56:53 UTC 2025","","","",""
"","1956","should close the modal when pressing previous button","<DatesHoursModal/>","Thu May 15 12:56:13 UTC 2025","passed","Thu May 15 12:56:15 UTC 2025","","","",""
"","2","should format Date 2020-02-01T19:02:00.000Z to string ""19:02""","formatHour()","Thu May 15 12:56:53 UTC 2025","passed","Thu May 15 12:56:53 UTC 2025","","","",""
"","25","should not update when the minimal build number is lower than local version","useMustUpdateApp","Thu May 15 12:57:15 UTC 2025","passed","Thu May 15 12:57:15 UTC 2025","","","",""
"","69","should set has_seen_tutorials to true in local storage when ""Se connecter"" is clicked","OnboardingWelcome","Thu May 15 12:56:58 UTC 2025","passed","Thu May 15 12:56:58 UTC 2025","","","",""
"","7","should display the name of the venue when address label is not present","getLocationLabel","Thu May 15 12:57:17 UTC 2025","passed","Thu May 15 12:57:17 UTC 2025","","","",""
"","1","should return place position and around radius when location filter is place","buildSearchVenuePosition","Thu May 15 12:56:43 UTC 2025","passed","Thu May 15 12:56:43 UTC 2025","","When user shares his position","",""
"","78","should display `replay button` and `next video button` when multiple video sources are provided","VerticalVideoPlayer","Thu May 15 12:56:19 UTC 2025","passed","Thu May 15 12:56:20 UTC 2025","","the video is finished","",""
"","17","should display subtitle when it defined","<SummaryInfo />","Thu May 15 12:57:49 UTC 2025","passed","Thu May 15 12:57:49 UTC 2025","","","",""
"","721","should switch off all thematic toggles when the ""Suivre tous les thèmes"" toggle is pressed when active","NotificationsSettings","Thu May 15 12:55:47 UTC 2025","passed","Thu May 15 12:55:48 UTC 2025","","","",""
"","8","should return LegalNotices icon if 'FILE' is passed","matchSubscriptionMessageIconToSvg","Thu May 15 12:57:43 UTC 2025","passed","Thu May 15 12:57:43 UTC 2025","","PopOverIcon","",""
"","247","should render correctly when withdrawal type is no ticket","BookingDetails","Thu May 15 12:55:54 UTC 2025","passed","Thu May 15 12:55:54 UTC 2025","","BookingPageContent : when FF WIP_NEW_BOOKING_PAGE is on and offer is Event","",""
"","2","should return algolia parameters with a price range when minimum price is provided","adaptOffersPlaylistParameters","Thu May 15 12:56:02 UTC 2025","passed","Thu May 15 12:56:02 UTC 2025","","","",""
"","30","should render correctly for DISLIKE reaction","<OfferReactionHeaderButton />","Thu May 15 12:57:47 UTC 2025","passed","Thu May 15 12:57:48 UTC 2025","","","",""
"","4","should return undefined when the input data is an empty object","selectReminderByOfferId","Thu May 15 12:57:46 UTC 2025","passed","Thu May 15 12:57:46 UTC 2025","","","",""
"","7","should be 0 when no achievements are completed","getAchievements","Thu May 15 12:55:39 UTC 2025","passed","Thu May 15 12:55:39 UTC 2025","Achievements progression","Category Achievements completion","",""
"","1","should return the correct accessibility label with title, subtitle and distance","getExclusivityAccessibilityLabel","Thu May 15 12:57:38 UTC 2025","passed","Thu May 15 12:57:38 UTC 2025","","","",""
"","215","should display body with validation when body type is validation","ReactionChoiceModal","Thu May 15 12:55:54 UTC 2025","passed","Thu May 15 12:55:55 UTC 2025","","","",""
